Kód okresu,Kód obce,Názov okresu,Názov obce,Pohlavie,Ekonomické vekové skupiny,abs.
SK0106,SK0106508365,Okres Malacky,Záhorská Ves,muž,poproduktívny vek (65 a viac rokov),117
SK0106,SK0106508365,Okres Malacky,Záhorská Ves,žena,predproduktívny vek (0-14 rokov),153
SK0106,SK0106508365,Okres Malacky,Záhorská Ves,žena,produktívny vek (15-64 rokov),609
SK0106,SK0106508365,Okres Malacky,Záhorská Ves,žena,poproduktívny vek (65 a viac rokov),161
SK0106,SK0106508381,Okres Malacky,Zohor,muž,predproduktívny vek (0-14 rokov),311
SK0106,SK0106508381,Okres Malacky,Zohor,muž,produktívny vek (15-64 rokov),1150
SK0106,SK0106508381,Okres Malacky,Zohor,muž,poproduktívny vek (65 a viac rokov),263
SK0106,SK0106508381,Okres Malacky,Zohor,žena,predproduktívny vek (0-14 rokov),246
SK0106,SK0106508381,Okres Malacky,Zohor,žena,produktívny vek (15-64 rokov),1121
SK0106,SK0106508381,Okres Malacky,Zohor,žena,poproduktívny vek (65 a viac rokov),357
SK0107,SK0107507806,Okres Pezinok,Báhoň,muž,predproduktívny vek (0-14 rokov),164
SK0107,SK0107507806,Okres Pezinok,Báhoň,muž,produktívny vek (15-64 rokov),639
SK0107,SK0107507806,Okres Pezinok,Báhoň,muž,poproduktívny vek (65 a viac rokov),122
SK0107,SK0107507806,Okres Pezinok,Báhoň,žena,predproduktívny vek (0-14 rokov),170
SK0107,SK0107507806,Okres Pezinok,Báhoň,žena,produktívny vek (15-64 rokov),598
SK0107,SK0107507806,Okres Pezinok,Báhoň,žena,poproduktívny vek (65 a viac rokov),186
SK0107,SK0107507849,Okres Pezinok,Budmerice,muž,predproduktívny vek (0-14 rokov),239
SK0107,SK0107507849,Okres Pezinok,Budmerice,muž,produktívny vek (15-64 rokov),856
SK0107,SK0107507849,Okres Pezinok,Budmerice,muž,poproduktívny vek (65 a viac rokov),164
SK0107,SK0107507849,Okres Pezinok,Budmerice,žena,predproduktívny vek (0-14 rokov),212
SK0107,SK0107507849,Okres Pezinok,Budmerice,žena,produktívny vek (15-64 rokov),802
SK0107,SK0107507849,Okres Pezinok,Budmerice,žena,poproduktívny vek (65 a viac rokov),233
SK0107,SK0107507857,Okres Pezinok,Častá,muž,predproduktívny vek (0-14 rokov),208
SK0107,SK0107507857,Okres Pezinok,Častá,muž,produktívny vek (15-64 rokov),793
SK0107,SK0107507857,Okres Pezinok,Častá,muž,poproduktívny vek (65 a viac rokov),157
SK0107,SK0107507857,Okres Pezinok,Častá,žena,predproduktívny vek (0-14 rokov),179
SK0107,SK0107507857,Okres Pezinok,Častá,žena,produktívny vek (15-64 rokov),795
SK0107,SK0107507857,Okres Pezinok,Častá,žena,poproduktívny vek (65 a viac rokov),231
SK0107,SK0107507873,Okres Pezinok,Doľany (Okres Pezinok),muž,predproduktívny vek (0-14 rokov),84
SK0107,SK0107507873,Okres Pezinok,Doľany (Okres Pezinok),muž,produktívny vek (15-64 rokov),371
SK0107,SK0107507873,Okres Pezinok,Doľany (Okres Pezinok),muž,poproduktívny vek (65 a viac rokov),74
SK0107,SK0107507873,Okres Pezinok,Doľany (Okres Pezinok),žena,predproduktívny vek (0-14 rokov),72
SK0107,SK0107507873,Okres Pezinok,Doľany (Okres Pezinok),žena,produktívny vek (15-64 rokov),359
SK0107,SK0107507873,Okres Pezinok,Doľany (Okres Pezinok),žena,poproduktívny vek (65 a viac rokov),106
SK0107,SK0107507881,Okres Pezinok,Dubová (Okres Pezinok),muž,predproduktívny vek (0-14 rokov),83
SK0107,SK0107507881,Okres Pezinok,Dubová (Okres Pezinok),muž,produktívny vek (15-64 rokov),391
SK0107,SK0107507881,Okres Pezinok,Dubová (Okres Pezinok),muž,poproduktívny vek (65 a viac rokov),73
SK0107,SK0107507881,Okres Pezinok,Dubová (Okres Pezinok),žena,predproduktívny vek (0-14 rokov),96
SK0107,SK0107507881,Okres Pezinok,Dubová (Okres Pezinok),žena,produktívny vek (15-64 rokov),394
SK0107,SK0107507881,Okres Pezinok,Dubová (Okres Pezinok),žena,poproduktívny vek (65 a viac rokov),105
SK0107,SK0107507946,Okres Pezinok,Jablonec,muž,predproduktívny vek (0-14 rokov),86
SK0107,SK0107507946,Okres Pezinok,Jablonec,muž,produktívny vek (15-64 rokov),359
SK0107,SK0107507946,Okres Pezinok,Jablonec,muž,poproduktívny vek (65 a viac rokov),51
SK0107,SK0107507946,Okres Pezinok,Jablonec,žena,predproduktívny vek (0-14 rokov),90
SK0107,SK0107507946,Okres Pezinok,Jablonec,žena,produktívny vek (15-64 rokov),330
SK0107,SK0107507946,Okres Pezinok,Jablonec,žena,poproduktívny vek (65 a viac rokov),88
SK0107,SK0107507989,Okres Pezinok,Svätý Jur,muž,predproduktívny vek (0-14 rokov),566
SK0107,SK0107507989,Okres Pezinok,Svätý Jur,muž,produktívny vek (15-64 rokov),1882
SK0107,SK0107507989,Okres Pezinok,Svätý Jur,muž,poproduktívny vek (65 a viac rokov),401
SK0107,SK0107507989,Okres Pezinok,Svätý Jur,žena,predproduktívny vek (0-14 rokov),569
SK0107,SK0107507989,Okres Pezinok,Svätý Jur,žena,produktívny vek (15-64 rokov),1948
SK0107,SK0107507989,Okres Pezinok,Svätý Jur,žena,poproduktívny vek (65 a viac rokov),575
SK0107,SK0107508047,Okres Pezinok,Limbach,muž,predproduktívny vek (0-14 rokov),255
SK0107,SK0107508047,Okres Pezinok,Limbach,muž,produktívny vek (15-64 rokov),708
SK0107,SK0107508047,Okres Pezinok,Limbach,muž,poproduktívny vek (65 a viac rokov),149
SK0107,SK0107508047,Okres Pezinok,Limbach,žena,predproduktívny vek (0-14 rokov),244
SK0107,SK0107508047,Okres Pezinok,Limbach,žena,produktívny vek (15-64 rokov),757
SK0107,SK0107508047,Okres Pezinok,Limbach,žena,poproduktívny vek (65 a viac rokov),174
SK0107,SK0107508101,Okres Pezinok,Modra,muž,predproduktívny vek (0-14 rokov),751
SK0107,SK0107508101,Okres Pezinok,Modra,muž,produktívny vek (15-64 rokov),3089
SK0107,SK0107508101,Okres Pezinok,Modra,muž,poproduktívny vek (65 a viac rokov),705
SK0107,SK0107508101,Okres Pezinok,Modra,žena,predproduktívny vek (0-14 rokov),694
SK0107,SK0107508101,Okres Pezinok,Modra,žena,produktívny vek (15-64 rokov),3055
SK0107,SK0107508101,Okres Pezinok,Modra,žena,poproduktívny vek (65 a viac rokov),1052
SK0107,SK0107508179,Okres Pezinok,Pezinok,muž,predproduktívny vek (0-14 rokov),2294
SK0107,SK0107508179,Okres Pezinok,Pezinok,muž,produktívny vek (15-64 rokov),8098
SK0107,SK0107508179,Okres Pezinok,Pezinok,muž,poproduktívny vek (65 a viac rokov),1600
SK0107,SK0107508179,Okres Pezinok,Pezinok,žena,predproduktívny vek (0-14 rokov),2156
SK0107,SK0107508179,Okres Pezinok,Pezinok,žena,produktívny vek (15-64 rokov),8427
SK0107,SK0107508179,Okres Pezinok,Pezinok,žena,poproduktívny vek (65 a viac rokov),2325
SK0107,SK0107508187,Okres Pezinok,Píla (Okres Pezinok),muž,predproduktívny vek (0-14 rokov),26
SK0107,SK0107508187,Okres Pezinok,Píla (Okres Pezinok),muž,produktívny vek (15-64 rokov),122
SK0107,SK0107508187,Okres Pezinok,Píla (Okres Pezinok),muž,poproduktívny vek (65 a viac rokov),23
SK0107,SK0107508187,Okres Pezinok,Píla (Okres Pezinok),žena,predproduktívny vek (0-14 rokov),36
SK0107,SK0107508187,Okres Pezinok,Píla (Okres Pezinok),žena,produktívny vek (15-64 rokov),114
SK0107,SK0107508187,Okres Pezinok,Píla (Okres Pezinok),žena,poproduktívny vek (65 a viac rokov),26
SK0107,SK0107508225,Okres Pezinok,Slovenský Grob,muž,predproduktívny vek (0-14 rokov),660
SK0107,SK0107508225,Okres Pezinok,Slovenský Grob,muž,produktívny vek (15-64 rokov),1643
SK0107,SK0107508225,Okres Pezinok,Slovenský Grob,muž,poproduktívny vek (65 a viac rokov),197
SK0107,SK0107508225,Okres Pezinok,Slovenský Grob,žena,predproduktívny vek (0-14 rokov),617
SK0107,SK0107508225,Okres Pezinok,Slovenský Grob,žena,produktívny vek (15-64 rokov),1792
SK0107,SK0107508225,Okres Pezinok,Slovenský Grob,žena,poproduktívny vek (65 a viac rokov),293
SK0107,SK0107508250,Okres Pezinok,Šenkvice,muž,predproduktívny vek (0-14 rokov),440
SK0107,SK0107508250,Okres Pezinok,Šenkvice,muž,produktívny vek (15-64 rokov),1760
SK0107,SK0107508250,Okres Pezinok,Šenkvice,muž,poproduktívny vek (65 a viac rokov),368
SK0107,SK0107508250,Okres Pezinok,Šenkvice,žena,predproduktívny vek (0-14 rokov),473
SK0107,SK0107508250,Okres Pezinok,Šenkvice,žena,produktívny vek (15-64 rokov),1702
SK0107,SK0107508250,Okres Pezinok,Šenkvice,žena,poproduktívny vek (65 a viac rokov),517
SK0107,SK0107508268,Okres Pezinok,Štefanová,muž,predproduktívny vek (0-14 rokov),33
SK0107,SK0107508268,Okres Pezinok,Štefanová,muž,produktívny vek (15-64 rokov),141
SK0107,SK0107508268,Okres Pezinok,Štefanová,muž,poproduktívny vek (65 a viac rokov),26
SK0107,SK0107508268,Okres Pezinok,Štefanová,žena,predproduktívny vek (0-14 rokov),28
SK0107,SK0107508268,Okres Pezinok,Štefanová,žena,produktívny vek (15-64 rokov),120
SK0107,SK0107508268,Okres Pezinok,Štefanová,žena,poproduktívny vek (65 a viac rokov),40
SK0107,SK0107508306,Okres Pezinok,Viničné,muž,predproduktívny vek (0-14 rokov),298
SK0107,SK0107508306,Okres Pezinok,Viničné,muž,produktívny vek (15-64 rokov),936
SK0107,SK0107508306,Okres Pezinok,Viničné,muž,poproduktívny vek (65 a viac rokov),137
SK0107,SK0107508306,Okres Pezinok,Viničné,žena,predproduktívny vek (0-14 rokov),248
SK0107,SK0107508306,Okres Pezinok,Viničné,žena,produktívny vek (15-64 rokov),872
SK0107,SK0107508306,Okres Pezinok,Viničné,žena,poproduktívny vek (65 a viac rokov),196
SK0107,SK0107508314,Okres Pezinok,Vinosady,muž,predproduktívny vek (0-14 rokov),134
SK0107,SK0107508314,Okres Pezinok,Vinosady,muž,produktívny vek (15-64 rokov),492
SK0107,SK0107508314,Okres Pezinok,Vinosady,muž,poproduktívny vek (65 a viac rokov),99
SK0107,SK0107508314,Okres Pezinok,Vinosady,žena,predproduktívny vek (0-14 rokov),141
SK0107,SK0107508314,Okres Pezinok,Vinosady,žena,produktívny vek (15-64 rokov),502
SK0107,SK0107508314,Okres Pezinok,Vinosady,žena,poproduktívny vek (65 a viac rokov),105
SK0107,SK0107508322,Okres Pezinok,Vištuk,muž,predproduktívny vek (0-14 rokov),110
SK0107,SK0107508322,Okres Pezinok,Vištuk,muž,produktívny vek (15-64 rokov),459
SK0107,SK0107508322,Okres Pezinok,Vištuk,muž,poproduktívny vek (65 a viac rokov),120
SK0107,SK0107508322,Okres Pezinok,Vištuk,žena,predproduktívny vek (0-14 rokov),108
SK0107,SK0107508322,Okres Pezinok,Vištuk,žena,produktívny vek (15-64 rokov),435
SK0107,SK0107508322,Okres Pezinok,Vištuk,žena,poproduktívny vek (65 a viac rokov),160
SK0108,SK0108503681,Okres Senec,Boldog,muž,predproduktívny vek (0-14 rokov),38
SK0108,SK0108503681,Okres Senec,Boldog,muž,produktívny vek (15-64 rokov),181
SK0108,SK0108503681,Okres Senec,Boldog,muž,poproduktívny vek (65 a viac rokov),40
SK0108,SK0108503681,Okres Senec,Boldog,žena,predproduktívny vek (0-14 rokov),31
SK0108,SK0108503681,Okres Senec,Boldog,žena,produktívny vek (15-64 rokov),143
SK0108,SK0108503681,Okres Senec,Boldog,žena,poproduktívny vek (65 a viac rokov),55
SK0108,SK0108503797,Okres Senec,Hrubá Borša,muž,predproduktívny vek (0-14 rokov),156
SK0108,SK0108503797,Okres Senec,Hrubá Borša,muž,produktívny vek (15-64 rokov),422
SK0108,SK0108503797,Okres Senec,Hrubá Borša,muž,poproduktívny vek (65 a viac rokov),47
SK0108,SK0108503797,Okres Senec,Hrubá Borša,žena,predproduktívny vek (0-14 rokov),173
SK0108,SK0108503797,Okres Senec,Hrubá Borša,žena,produktívny vek (15-64 rokov),468
SK0108,SK0108503797,Okres Senec,Hrubá Borša,žena,poproduktívny vek (65 a viac rokov),57
SK0108,SK0108503801,Okres Senec,Hrubý Šúr,muž,predproduktívny vek (0-14 rokov),114
SK0108,SK0108503801,Okres Senec,Hrubý Šúr,muž,produktívny vek (15-64 rokov),351
SK0108,SK0108503801,Okres Senec,Hrubý Šúr,muž,poproduktívny vek (65 a viac rokov),51
SK0108,SK0108503801,Okres Senec,Hrubý Šúr,žena,predproduktívny vek (0-14 rokov),114
SK0108,SK0108503801,Okres Senec,Hrubý Šúr,žena,produktívny vek (15-64 rokov),336
SK0108,SK0108503801,Okres Senec,Hrubý Šúr,žena,poproduktívny vek (65 a viac rokov),72
SK0108,SK0108503819,Okres Senec,Hurbanova Ves,muž,predproduktívny vek (0-14 rokov),53
SK0108,SK0108503819,Okres Senec,Hurbanova Ves,muž,produktívny vek (15-64 rokov),180
SK0108,SK0108503819,Okres Senec,Hurbanova Ves,muž,poproduktívny vek (65 a viac rokov),27
SK0108,SK0108503819,Okres Senec,Hurbanova Ves,žena,predproduktívny vek (0-14 rokov),49
SK0108,SK0108503819,Okres Senec,Hurbanova Ves,žena,produktívny vek (15-64 rokov),185
SK0108,SK0108503819,Okres Senec,Hurbanova Ves,žena,poproduktívny vek (65 a viac rokov),35
SK0108,SK0108503851,Okres Senec,Kostolná pri Dunaji,muž,predproduktívny vek (0-14 rokov),92
SK0108,SK0108503851,Okres Senec,Kostolná pri Dunaji,muž,produktívny vek (15-64 rokov),236
SK0108,SK0108503851,Okres Senec,Kostolná pri Dunaji,muž,poproduktívny vek (65 a viac rokov),38
SK0108,SK0108503851,Okres Senec,Kostolná pri Dunaji,žena,predproduktívny vek (0-14 rokov),106
SK0108,SK0108503851,Okres Senec,Kostolná pri Dunaji,žena,produktívny vek (15-64 rokov),258
SK0108,SK0108503851,Okres Senec,Kostolná pri Dunaji,žena,poproduktívny vek (65 a viac rokov),51
SK0108,SK0108503894,Okres Senec,Kráľová pri Senci,muž,predproduktívny vek (0-14 rokov),255
SK0108,SK0108503894,Okres Senec,Kráľová pri Senci,muž,produktívny vek (15-64 rokov),705
SK0108,SK0108503894,Okres Senec,Kráľová pri Senci,muž,poproduktívny vek (65 a viac rokov),132
SK0108,SK0108503894,Okres Senec,Kráľová pri Senci,žena,predproduktívny vek (0-14 rokov),249
SK0108,SK0108503894,Okres Senec,Kráľová pri Senci,žena,produktívny vek (15-64 rokov),681
SK0108,SK0108503894,Okres Senec,Kráľová pri Senci,žena,poproduktívny vek (65 a viac rokov),211
SK0108,SK0108503983,Okres Senec,Reca,muž,predproduktívny vek (0-14 rokov),154
SK0108,SK0108503983,Okres Senec,Reca,muž,produktívny vek (15-64 rokov),582
SK0108,SK0108503983,Okres Senec,Reca,muž,poproduktívny vek (65 a viac rokov),84
SK0108,SK0108503983,Okres Senec,Reca,žena,predproduktívny vek (0-14 rokov),150
SK0108,SK0108503983,Okres Senec,Reca,žena,produktívny vek (15-64 rokov),546
SK0108,SK0108503983,Okres Senec,Reca,žena,poproduktívny vek (65 a viac rokov),140
SK0108,SK0108507814,Okres Senec,Bernolákovo,muž,predproduktívny vek (0-14 rokov),974
SK0108,SK0108507814,Okres Senec,Bernolákovo,muž,produktívny vek (15-64 rokov),2781
SK0108,SK0108507814,Okres Senec,Bernolákovo,muž,poproduktívny vek (65 a viac rokov),503
SK0108,SK0108507814,Okres Senec,Bernolákovo,žena,predproduktívny vek (0-14 rokov),1014
SK0108,SK0108507814,Okres Senec,Bernolákovo,žena,produktívny vek (15-64 rokov),2841
SK0108,SK0108507814,Okres Senec,Bernolákovo,žena,poproduktívny vek (65 a viac rokov),688
SK0108,SK0108507822,Okres Senec,Blatné,muž,predproduktívny vek (0-14 rokov),186
SK0108,SK0108507822,Okres Senec,Blatné,muž,produktívny vek (15-64 rokov),549
SK0108,SK0108507822,Okres Senec,Blatné,muž,poproduktívny vek (65 a viac rokov),126
SK0108,SK0108507822,Okres Senec,Blatné,žena,predproduktívny vek (0-14 rokov),205
SK0108,SK0108507822,Okres Senec,Blatné,žena,produktívny vek (15-64 rokov),591
SK0108,SK0108507822,Okres Senec,Blatné,žena,poproduktívny vek (65 a viac rokov),171
SK0108,SK0108507865,Okres Senec,Čataj,muž,predproduktívny vek (0-14 rokov),119
SK0108,SK0108507865,Okres Senec,Čataj,muž,produktívny vek (15-64 rokov),413
SK0108,SK0108507865,Okres Senec,Čataj,muž,poproduktívny vek (65 a viac rokov),67
SK0108,SK0108507865,Okres Senec,Čataj,žena,predproduktívny vek (0-14 rokov),94
SK0108,SK0108507865,Okres Senec,Čataj,žena,produktívny vek (15-64 rokov),402
SK0108,SK0108507865,Okres Senec,Čataj,žena,poproduktívny vek (65 a viac rokov),110
SK0108,SK0108507903,Okres Senec,Hamuliakovo,muž,predproduktívny vek (0-14 rokov),277
SK0108,SK0108507903,Okres Senec,Hamuliakovo,muž,produktívny vek (15-64 rokov),822
SK0108,SK0108507903,Okres Senec,Hamuliakovo,muž,poproduktívny vek (65 a viac rokov),139
SK0108,SK0108507903,Okres Senec,Hamuliakovo,žena,predproduktívny vek (0-14 rokov),262
SK0108,SK0108507903,Okres Senec,Hamuliakovo,žena,produktívny vek (15-64 rokov),886
SK0108,SK0108507903,Okres Senec,Hamuliakovo,žena,poproduktívny vek (65 a viac rokov),182
SK0108,SK0108507911,Okres Senec,Chorvátsky Grob,muž,predproduktívny vek (0-14 rokov),898
SK0108,SK0108507911,Okres Senec,Chorvátsky Grob,muž,produktívny vek (15-64 rokov),2196
SK0108,SK0108507911,Okres Senec,Chorvátsky Grob,muž,poproduktívny vek (65 a viac rokov),260
SK0108,SK0108507911,Okres Senec,Chorvátsky Grob,žena,predproduktívny vek (0-14 rokov),854
SK0108,SK0108507911,Okres Senec,Chorvátsky Grob,žena,produktívny vek (15-64 rokov),2296
SK0108,SK0108507911,Okres Senec,Chorvátsky Grob,žena,poproduktívny vek (65 a viac rokov),326
SK0108,SK0108507938,Okres Senec,Ivanka pri Dunaji,muž,predproduktívny vek (0-14 rokov),664
SK0108,SK0108507938,Okres Senec,Ivanka pri Dunaji,muž,produktívny vek (15-64 rokov),2129
SK0108,SK0108507938,Okres Senec,Ivanka pri Dunaji,muž,poproduktívny vek (65 a viac rokov),511
SK0108,SK0108507938,Okres Senec,Ivanka pri Dunaji,žena,predproduktívny vek (0-14 rokov),684
SK0108,SK0108507938,Okres Senec,Ivanka pri Dunaji,žena,produktívny vek (15-64 rokov),2286
SK0108,SK0108507938,Okres Senec,Ivanka pri Dunaji,žena,poproduktívny vek (65 a viac rokov),697
SK0108,SK0108507997,Okres Senec,Kalinkovo,muž,predproduktívny vek (0-14 rokov),120
SK0108,SK0108507997,Okres Senec,Kalinkovo,muž,produktívny vek (15-64 rokov),508
SK0108,SK0108507997,Okres Senec,Kalinkovo,muž,poproduktívny vek (65 a viac rokov),102
SK0108,SK0108507997,Okres Senec,Kalinkovo,žena,predproduktívny vek (0-14 rokov),122
SK0108,SK0108507997,Okres Senec,Kalinkovo,žena,produktívny vek (15-64 rokov),477
SK0108,SK0108507997,Okres Senec,Kalinkovo,žena,poproduktívny vek (65 a viac rokov),138
SK0108,SK0108508071,Okres Senec,Malinovo,muž,predproduktívny vek (0-14 rokov),482
SK0108,SK0108508071,Okres Senec,Malinovo,muž,produktívny vek (15-64 rokov),1221
SK0108,SK0108508071,Okres Senec,Malinovo,muž,poproduktívny vek (65 a viac rokov),184
SK0108,SK0108508071,Okres Senec,Malinovo,žena,predproduktívny vek (0-14 rokov),458
SK0108,SK0108508071,Okres Senec,Malinovo,žena,produktívny vek (15-64 rokov),1308
SK0108,SK0108508071,Okres Senec,Malinovo,žena,poproduktívny vek (65 a viac rokov),234
SK0108,SK0108508098,Okres Senec,Miloslavov,muž,predproduktívny vek (0-14 rokov),535
SK0108,SK0108508098,Okres Senec,Miloslavov,muž,produktívny vek (15-64 rokov),1240
SK0108,SK0108508098,Okres Senec,Miloslavov,muž,poproduktívny vek (65 a viac rokov),134
SK0108,SK0108508098,Okres Senec,Miloslavov,žena,predproduktívny vek (0-14 rokov),512
SK0108,SK0108508098,Okres Senec,Miloslavov,žena,produktívny vek (15-64 rokov),1377
SK0108,SK0108508098,Okres Senec,Miloslavov,žena,poproduktívny vek (65 a viac rokov),202
SK0108,SK0108508110,Okres Senec,Most pri Bratislave,muž,predproduktívny vek (0-14 rokov),481
SK0108,SK0108508110,Okres Senec,Most pri Bratislave,muž,produktívny vek (15-64 rokov),1251
SK0108,SK0108508110,Okres Senec,Most pri Bratislave,muž,poproduktívny vek (65 a viac rokov),180
SK0108,SK0108508110,Okres Senec,Most pri Bratislave,žena,predproduktívny vek (0-14 rokov),461
SK0108,SK0108508110,Okres Senec,Most pri Bratislave,žena,produktívny vek (15-64 rokov),1302
SK0108,SK0108508110,Okres Senec,Most pri Bratislave,žena,poproduktívny vek (65 a viac rokov),238
